Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Gabon,GAB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2187247771,2510235219,2697227952,2861554820,2991883007,3241206661,3387320405,3526713817,3615192045,3907404779,4246541810,4682183108,5213000834,5743811184,8011875373,9549363463,12951356471,11321804992,8599000779,8639794892,8860363426,9311828118,9023392343,9529445903,10245002686,10005991965,9925584040,8223739210,9280107562,10073121521,10596141891,11243831433,10896380665,11326412322,11746934244,12331208870,12778221236,13511482518,13981389395,12732484617,12492736211,12759485289,12727709939,13013743584,13103478950,13454154690,13076553297,13862206745,13403585248,13421054291,14372591916,15391860684,16200099128,17113573956,17852018587,18544480428,18932327518,19023157683,19182154180,19833217623
United Kingdom,GBR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7.30143E+11,7.4969E+11,7.57958E+11,7.94904E+11,8.38891E+11,8.56862E+11,8.70341E+11,8.94593E+11,9.43269E+11,9.61418E+11,9.97675E+11,1.03264E+12,1.07727E+12,1.14755E+12,1.11904E+12,1.10255E+12,1.13463E+12,1.16252E+12,1.2114E+12,1.25681E+12,1.23128E+12,1.22158E+12,1.24595E+12,1.29855E+12,1.32802E+12,1.3831E+12,1.42667E+12,1.50361E+12,1.5898E+12,1.63078E+12,1.64274E+12,1.62462E+12,1.63114E+12,1.67175E+12,1.73605E+12,1.78E+12,1.82435E+12,1.89467E+12,1.96373E+12,2.03105E+12,2.10087E+12,2.16335E+12,2.21364E+12,2.28639E+12,2.34067E+12,2.41509E+12,2.48243E+12,2.54277E+12,2.53562E+12,2.42791E+12,2.47524E+12,2.51337E+12,2.55054E+12,2.60511E+12,2.67303E+12,2.736E+12,2.78848E+12,2.84124E+12,2.87933E+12,2.91989E+12
Georgia,GEO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,7345028490,7898522756,8392180392,8766164048,9185024492,10292014321,10546323420,10845509307,11548597814,12565832194,13493309395,14316072603,15303387731,16440295947,17652002653,18459805297,19432161448,19821103649,20673785099,21795735492,22872805636,21002890671,21272156729,22453943751,20838337164,17756716790,14010049431,7719537283,5457712731,4890110924,5017253661,5579186164,6166063065,6357513325,6539926724,6660152892,6980203389,7362288335,8176463446,8650248331,9479770297,10372742916,11677525389,11959954721,11523354935,12243505583,13149524996,13987019335,14493532015,15135874458,15593311973,16046522039,16823591433,17642889363,18549171644
Ghana,GHA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7011622290,7252098078,7550098290,7882753673,8056909518,8167208518,7819425064,8059900852,8089630628,8575507998,9409345167,9900148331,9653866757,9932340671,10612955988,9293592671,8965511860,9169397215,9946589418,9696438521,9742176228,9400901273,8750015733,8350687983,9072819527,9534772773,10030500930,10511453307,11103055638,11667742914,12056140827,12692925252,13185337015,13824825935,14281045165,14868341569,15552651205,16205296043,16967008295,17713556131,18368957715,19103716042,19963383183,21001479124,22177561952,23486038976,24989124921,26075356992,28461199739,29839998860,32197272797,36720063513,40132381684,43067072131,44314914205,45280184655,46841351688,50655852125,53828671662,57315905531
Gibraltar,GIB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,2888984394,2984319112,3172573444,3299586661,3442262859,3532223748,3647760926,3831759259,3983883899,4167448250,4353382083,4578957079,4745819827,4926730670,5050049723,5234798039,5505154914,5573892347,5704327967,5875302224,5944639042,6350507752,6612974841,6538734818,6853467858,7238091820,7666245807,7968731751,8263299202,8579446616,9507604080,10490511731,11138944837,11760160326
"Gambia, The",GMB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,289673615.7,289673615.7,317413176.7,325143847.3,345152700.8,344925324.4,345759025.4,377742873.7,399949597.6,449517067.4,482562081.7,499160171.5,530689355.8,523640829.1,556473525.9,574958986.7,570562950.1,632658615.5,655024725.4,649704191,676284049.1,692882308.9,723901450.7,766580666.9,793862348.1,818527962.6,846183475.1,871671379.2,873016768.7,880715451.8,900298561.8,944413183.3,977467632.4,1040025552,1097226959,1160866126,1123137975,1200297549,1284918527,1254700720,1247729842,1285701374,1366133637,1457196339,1543292393,1417815865,1492131666,1534997159,1513393877,1574808518,1605412711,1682835525,1793011214,1900147298
Guinea-Bissau,GNB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,347018854,333447059.5,354703845.7,358640678.2,374991971.2,404412282.5,424404222.9,393974143.2,445687360.1,454575009.5,382058242.4,451468781.1,470430840.8,454444248.6,495840588.6,516499751.5,512399530.5,527259116.9,551513036.2,585155331.6,620849806.7,652513147,659690791.4,673544298,695097715.7,725682015.2,809861129,862502102.4,620139186.4,626498945.8,660498964.4,674956671.3,668307149.8,672106544,690666107.5,720130606.9,736761000.7,760801183.9,785173961.9,811626276.1,849050127.5,917693960.1,901976771.6,931344271.8,940327653.1,998008131.2,1060511441,1123284986,1165969815,1219605524
Equatorial Guinea,GNQ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,164984420.2,174503065.1,178345057.1,187270134.4,189164150.2,213576122.1,208598610.2,217853582.7,223638166.5,220889255.2,217004776.1,214786468.9,289414714.9,321346456.9,374911169.3,440469125.2,733733456.4,1834135265,2270191430,2852813709,3372418920,5509853831,6582227537,7500793867,10351000040,12084658046,13015770992,15004855942,17675586627,17913032731,16314442183,17378783932,18823459968,18045449003,18120349581,16469578278,15017551540,14166431363,13265964945,12526213821
Greece,GRC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,52154839308,59041281465,59256670282,66275544465,72511858889,80319943472,85536324086,90385793549,96896932043,1.08102E+11,1.17756E+11,1.26989E+11,1.39892E+11,1.51212E+11,1.41477E+11,1.50484E+11,1.60796E+11,1.65524E+11,1.7752E+11,1.83346E+11,1.84588E+11,1.8172E+11,1.79661E+11,1.77724E+11,1.81297E+11,1.85847E+11,1.86809E+11,1.82589E+11,1.90418E+11,1.97654E+11,1.97654E+11,2.03781E+11,2.05208E+11,2.01924E+11,2.05963E+11,2.10287E+11,2.16306E+11,2.26006E+11,2.34809E+11,2.42023E+11,2.5151E+11,2.61901E+11,2.72175E+11,2.87947E+11,3.0252E+11,3.04332E+11,3.21534E+11,3.32061E+11,3.30948E+11,3.16714E+11,2.99362E+11,2.72022E+11,2.52163E+11,2.4399E+11,2.45795E+11,2.44719E+11,2.44251E+11,2.47927E+11,2.52723E+11,2.57451E+11
Grenada,GRD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,265671122.4,279861685.4,295539770.7,293959271.2,298469157.6,310778806.6,322068079.4,333560966.9,353506939.3,378939196.4,413412905.8,425678005.5,441716406.8,459440771.9,465806534.3,461841827.8,452795198.1,460463538.5,470268995.2,491140637,515773769.1,576395254.5,616157088.2,646274551.8,633194600.9,654959547.9,716944745.5,712302884.5,806847301.2,774632469.6,822066708.9,829856141.3,774975419.9,771013259.3,776911332,767936889.4,785994301.6,843718324.6,898080308.9,931629123.9,973018986.3,1013313190,1044992572
Greenland,GRL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,726460342.6,821342248.1,872078805.7,931432567.6,984582475.7,990945242.8,1049997736,1142631847,1211380774,1270261117,1380469051,1389653029,1328235079,1374155043,1302979096,1350621067,1446479003,1526264935,1611790880,1719128819,1517654950,1515932949,1438443004,1366119059,1447053004,1501008944,1523968937,1546354919,1666320851,1689280827,1809246742,1832206718,1814412742,1894792056,2025657439,2126686937,2244839174,2297647624,2439323625,2460447005,2503156061,2490727405,2525452961,2492665493,2610871073,2544833840,2663981793,2676463790,2762593126,
Guatemala,GTM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,6155035023,6419610333,6646639934,7280798770,7618117626,7950402343,8388636787,8733592264,9499182023,9949149633,10517035513,11104280962,11918563617,12726980042,13538328826,13802324996,14821939405,15979417363,16777859284,17568676314,18229254707,18347172210,17699500701,17244253358,17329905176,17224307313,17248946615,17860246404,18555436324,19287001011,19885392403,20612849517,21610169022,22458828881,23364759978,24520976227,25246252731,26348021901,27663717707,28727958128,29764712427,30458996624,31636732106,32437391855,33459844957,34550673405,36409422519,38704692062,39974623913,40184907610,41338008613,43058516761,44337293311,45976702905,48019897501,49984953618,51323451983,52875180980,54575068475,56674024437
Guam,GUM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4357462610,4397577341,4680386191,4845859455,4660328826,4698437820,4779670150,4794713174,4895000000,4901017210,5000301168,5091562180,5179814587,5203883426,5218926449,5231963737,5217923581,
Guyana,GUY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,971259791.7,1016807256,1028042222,901812440.7,1004260881,1110120208,1168215839,1218608253,1231096886,1317204562,1373257635,1416005097,1369026707,1386067247,1492833789,1619471201,1644361068,1600971647,1572055077,1543196921,1569954254,1593443374,1383266050,1289309271,1224473288,1253856575,1242564314,1253739896,1207432597,1148067161,1112850377,1180265364,1271829003,1375802365,1493191645,1568320785,1693088820,1797732979,1767547163,1819869243,1795049795,1835968344,1856763016,1845024089,1873868312,1837309936,1931556758,2067145098,2108005261,2182884944,2273225042,2391343162,2517520534,2643842790,2746906212,2830820476,2926027087,2987473755,3109960225,3256000590
High income,HIC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,9.05862E+12,9.4921E+12,1.00442E+13,1.05938E+13,1.12859E+13,1.19039E+13,1.26208E+13,1.32146E+13,1.4048E+13,1.48668E+13,1.52648E+13,1.58693E+13,1.67578E+13,1.78189E+13,1.80332E+13,1.80155E+13,1.89105E+13,1.96434E+13,2.04517E+13,2.12979E+13,2.16153E+13,2.20423E+13,2.20299E+13,2.26256E+13,2.36536E+13,2.45004E+13,2.5294E+13,2.61803E+13,2.7442E+13,2.85116E+13,2.94097E+13,2.98407E+13,3.04478E+13,3.08137E+13,3.17957E+13,3.271E+13,3.36815E+13,3.48009E+13,3.57456E+13,3.69086E+13,3.83959E+13,3.89796E+13,3.95793E+13,4.04479E+13,4.18007E+13,4.30021E+13,4.43577E+13,4.56066E+13,4.57986E+13,4.42772E+13,4.55812E+13,4.64311E+13,4.70296E+13,4.77152E+13,4.86832E+13,4.98215E+13,5.06747E+13,5.18806E+13,5.30214E+13,5.39123E+13
"Hong Kong SAR, China",HKG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,10710341843,12240993101,14170568827,15393171116,17647031109,17963724846,18251743252,18871847302,21012587328,22947117983,24620618779,27233342116,30577497260,31315992477,31470016962,36556936480,40843476884,44217467025,49327579826,54313713987,59343599113,61094164864,64745736433,71203378980,71742411963,79674303920,90349434142,98039588835,1.00272E+11,1.04113E+11,1.10049E+11,1.16911E+11,1.24161E+11,1.31655E+11,1.3478E+11,1.4052E+11,1.47686E+11,1.38998E+11,1.42482E+11,1.53401E+11,1.54262E+11,1.56817E+11,1.6161E+11,1.7567E+11,1.88649E+11,2.01916E+11,2.14969E+11,2.19544E+11,2.14145E+11,2.28638E+11,2.39646E+11,2.43721E+11,2.5128E+11,2.58221E+11,2.64387E+11,2.70123E+11,2.80363E+11,2.88386E+11,2.84959E+11
Honduras,HND,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2234326592,2275788082,2406983761,2493164291,2628210164,2865725629,3019725205,3200230573,3411387650,3433747210,3558279639,3700433039,3913663273,4221662800,4169835906,4258681839,4705872947,5194525575,5504441973,5813237132,5848079005,5776613431,5656768291,5708001295,6069163419,6410628807,6752364967,7200610991,7326336093,7526187474,7736299733,7479508085,7933790061,8449146706,8467050744,8991102301,9159305712,9580458196,9924418971,9851409875,10569704557,10857538040,11265166702,11777398118,12511401250,13268415997,14139785191,15014801359,15650167710,15269613869,15839344592,16446892853,17125933704,17604014377,18142359319,18839040425,19572439031,20520315404,21278895971,21843374259
Heavily indebted poor countries (HIPC),HPC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.04497E+11,1.04495E+11,1.11764E+11,1.15166E+11,1.19026E+11,1.23943E+11,1.27009E+11,1.29409E+11,1.3501E+11,1.40971E+11,1.47375E+11,1.5355E+11,1.56116E+11,1.60543E+11,1.69725E+11,1.73295E+11,1.80349E+11,1.87085E+11,1.91491E+11,1.925E+11,1.92745E+11,1.99634E+11,2.01804E+11,2.03115E+11,2.05599E+11,2.09201E+11,2.15792E+11,2.227E+11,2.25351E+11,2.30259E+11,2.29309E+11,2.30952E+11,2.29853E+11,2.31473E+11,2.31604E+11,2.43245E+11,2.55629E+11,2.66314E+11,2.75794E+11,2.84538E+11,2.92154E+11,3.04704E+11,3.15719E+11,3.30077E+11,3.48276E+11,3.69169E+11,3.92168E+11,4.17217E+11,4.42374E+11,4.61391E+11,4.86357E+11,5.12312E+11,5.40134E+11,5.71022E+11,6.02559E+11,6.32333E+11,6.61314E+11,6.95061E+11,7.23951E+11,7.53383E+11
Croatia,HRV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39586381257,41895813844,44724934249,45620767079,45247590713,46731215610,48295168597,50765955869,53629303025,55860503038,58270345738,61184334516,64406538683,65539863257,60716510705,59807930156,59622651671,58288506871,57968766148,57908520081,59319849697,61386377125,63313378153,65019476935,66928491456
Haiti,HTI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3840049499,3727460005,4021466242,3945348228,3880354243,3964239658,3941414090,3857947307,3980692427,4132434165,4159342663,4428883894,4472158862,4684824421,4955602079,5011241324,5434131732,5635637295,5985546324,6438078849,6912867072,6715663042,6476333921,6535150785,6554816167,6594383088,6561575717,6509499856,6522546641,6332517176,6398256481,6518578556,6172446407,5837511195,5139891872,5648623335,5882520023,6041625361,6173443981,6340759623,6395927989,6329130550,6313215040,6336182533,6112965903,6223305630,6363281554,6576023789,6631521785,6835988038,6622541529,6988353505,7190473472,7495898899,7704007551,7798330009,7911617141,8004442566,8123218871,8047277334
Hungary,HUN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91882593149,89067144789,88554021381,91163845258,92521753957,92598006819,95508477116,99233310109,1.02281E+11,1.06862E+11,1.11216E+11,1.16489E+11,1.21247E+11,1.27094E+11,1.32488E+11,1.37828E+11,1.38162E+11,1.39624E+11,1.3027E+11,1.31136E+11,1.33521E+11,1.31556E+11,1.34138E+11,1.39766E+11,1.4514E+11,1.48333E+11,1.54746E+11,1.62628E+11,1.70642E+11
IBRD only,IBD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.10255E+12,2.15584E+12,2.23561E+12,2.3409E+12,2.52393E+12,2.66414E+12,2.79683E+12,2.92459E+12,3.12522E+12,3.3563E+12,3.60676E+12,3.83538E+12,4.09529E+12,4.40313E+12,4.65957E+12,4.86044E+12,5.18817E+12,5.40669E+12,5.5792E+12,5.8127E+12,6.04837E+12,6.16599E+12,6.32825E+12,6.40322E+12,6.69084E+12,6.97932E+12,7.2765E+12,7.62433E+12,7.90858E+12,8.13444E+12,8.29792E+12,8.37934E+12,8.45355E+12,8.70566E+12,8.93469E+12,9.26767E+12,9.72209E+12,1.02064E+13,1.0412E+13,1.07411E+13,1.13448E+13,1.17168E+13,1.21989E+13,1.28497E+13,1.3839E+13,1.47937E+13,1.5965E+13,1.73187E+13,1.82806E+13,1.865E+13,2.00129E+13,2.12135E+13,2.22869E+13,2.33956E+13,2.4406E+13,2.53606E+13,2.64571E+13,2.7769E+13,2.90609E+13,3.02029E+13
IDA & IBRD total,IBT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.35774E+12,2.41353E+12,2.50797E+12,2.62746E+12,2.82355E+12,2.9775E+12,3.11126E+12,3.22552E+12,3.43626E+12,3.69773E+12,3.98859E+12,4.24308E+12,4.50739E+12,4.83142E+12,5.12171E+12,5.315E+12,5.66869E+12,5.90861E+12,6.08187E+12,6.3342E+12,6.58601E+12,6.69448E+12,6.85265E+12,6.91793E+12,7.21155E+12,7.52117E+12,7.8336E+12,8.19956E+12,8.50958E+12,8.75131E+12,8.93969E+12,9.03079E+12,9.11672E+12,9.37343E+12,9.60666E+12,9.96197E+12,1.04496E+13,1.09581E+13,1.11879E+13,1.15404E+13,1.21757E+13,1.25864E+13,1.31181E+13,1.38169E+13,1.48718E+13,1.58915E+13,1.71322E+13,1.85619E+13,1.95902E+13,2.00282E+13,2.14754E+13,2.27461E+13,2.38902E+13,2.50934E+13,2.62003E+13,2.72268E+13,2.83844E+13,2.97784E+13,3.11586E+13,3.23779E+13
IDA total,IDA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.46441E+11,2.49149E+11,2.6294E+11,2.76556E+11,2.89842E+11,3.03353E+11,3.05376E+11,2.94043E+11,3.04725E+11,3.33952E+11,3.72391E+11,3.9749E+11,4.03427E+11,4.20381E+11,4.52919E+11,4.47575E+11,4.735E+11,4.94499E+11,4.9648E+11,5.15267E+11,5.31637E+11,5.24147E+11,5.21859E+11,5.14005E+11,5.21983E+11,5.43333E+11,5.59644E+11,5.79087E+11,6.04381E+11,6.20553E+11,6.45869E+11,6.55829E+11,6.68011E+11,6.71697E+11,6.75179E+11,6.97457E+11,7.30792E+11,7.54277E+11,7.79189E+11,8.026E+11,8.33432E+11,8.72923E+11,9.23584E+11,9.71774E+11,1.03728E+12,1.10213E+12,1.17088E+12,1.24605E+12,1.31237E+12,1.38291E+12,1.46685E+12,1.53645E+12,1.60702E+12,1.70233E+12,1.80015E+12,1.87236E+12,1.933E+12,2.01491E+12,2.10342E+12,2.18081E+12
IDA blend,IDB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.01605E+11,1.029E+11,1.07317E+11,1.15772E+11,1.21689E+11,1.2844E+11,1.27511E+11,1.1627E+11,1.18547E+11,1.3823E+11,1.64077E+11,1.82149E+11,1.89464E+11,2.00182E+11,2.18044E+11,2.12972E+11,2.26791E+11,2.38708E+11,2.3637E+11,2.50665E+11,2.64055E+11,2.51173E+11,2.476E+11,2.38765E+11,2.4239E+11,2.57109E+11,2.63764E+11,2.73181E+11,2.90077E+11,2.98448E+11,3.18362E+11,3.2403E+11,3.33823E+11,3.3236E+11,3.34537E+11,3.40584E+11,3.56358E+11,3.63891E+11,3.73727E+11,3.81116E+11,3.95515E+11,4.13097E+11,4.44474E+11,4.67418E+11,5.02849E+11,5.3269E+11,5.63307E+11,5.96291E+11,6.22012E+11,6.59361E+11,7.00806E+11,7.34684E+11,7.67688E+11,8.12331E+11,8.60603E+11,8.94219E+11,9.08199E+11,9.33174E+11,9.66503E+11,9.88371E+11
Indonesia,IDN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,60580597267,64058314794,65238254669,63778855350,66030056427,66744230562,68607293522,69554350527,77146332091,82409484955,88635220348,94860955741,1.01537E+11,1.09765E+11,1.18146E+11,1.24026E+11,1.32567E+11,1.44182E+11,1.53939E+11,1.65214E+11,1.81537E+11,1.95928E+11,2.00329E+11,2.08729E+11,2.23289E+11,2.28787E+11,2.42228E+11,2.5416E+11,2.68852E+11,2.88899E+11,3.09821E+11,3.31236E+11,3.52758E+11,3.75675E+11,4.04E+11,4.37209E+11,4.71391E+11,4.93546E+11,4.28759E+11,4.32151E+11,4.53414E+11,4.69934E+11,4.91078E+11,5.14553E+11,5.4044E+11,5.71205E+11,6.02627E+11,6.40863E+11,6.79403E+11,7.10852E+11,7.55094E+11,8.01682E+11,8.50024E+11,8.97262E+11,9.42185E+11,9.88129E+11,1.03786E+12,1.09048E+12,1.14685E+12,1.20448E+12
IDA only,IDX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,1.52028E+11,1.62257E+11,1.66548E+11,1.74045E+11,1.80627E+11,1.84366E+11,1.86737E+11,1.96233E+11,2.03473E+11,2.13052E+11,2.17676E+11,2.14548E+11,2.19739E+11,2.33459E+11,2.34175E+11,2.45681E+11,2.53994E+11,2.59604E+11,2.61968E+11,2.6274E+11,2.71557E+11,2.73604E+11,2.75967E+11,2.80353E+11,2.85771E+11,2.95649E+11,3.0562E+11,3.1258E+11,3.20195E+11,3.23742E+11,3.27842E+11,3.29498E+11,3.35187E+11,3.36402E+11,3.53247E+11,3.70709E+11,3.87116E+11,4.02404E+11,4.18898E+11,4.35267E+11,4.57205E+11,4.75351E+11,5.00428E+11,5.29789E+11,5.64692E+11,6.02821E+11,6.45066E+11,6.861E+11,7.1871E+11,7.60779E+11,7.96194E+11,8.33579E+11,8.83988E+11,9.33042E+11,9.71461E+11,1.01944E+12,1.07753E+12,1.13331E+12,1.19042E+12
Isle of Man,IMN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,1181654726,1186604951,1413312214,1553178491,1736909513,1855804671,1933506782,1964539449,1980006027,2030857979,2112166845,2202586596,2372537992,2576138235,2924155308,3324566341,3502043686,3690319254,3906903212,4154123400,4370137657,4627976007,4984330204,5356015038,5607747665,5725510355,5920177689,6038581329,6231815915,6512247613,6837860046,6776319279,7277766882,7539766490,,
India,IND,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.48773E+11,1.54312E+11,1.58835E+11,1.68356E+11,1.80903E+11,1.76135E+11,1.76038E+11,1.89814E+11,1.96245E+11,2.09079E+11,2.19862E+11,2.23474E+11,2.22237E+11,2.29561E+11,2.32282E+11,2.53536E+11,2.57752E+11,2.76452E+11,2.92244E+11,2.76936E+11,2.9559E+11,3.13344E+11,3.24235E+11,3.47868E+11,3.61159E+11,3.80135E+11,3.98293E+11,4.14086E+11,4.53954E+11,4.80952E+11,5.07565E+11,5.12929E+11,5.4105E+11,5.66754E+11,6.04494E+11,6.50281E+11,6.99374E+11,7.27698E+11,7.72701E+11,8.41053E+11,8.73357E+11,9.15488E+11,9.50313E+11,1.02501E+12,1.10622E+12,1.19387E+12,1.29011E+12,1.38894E+12,1.43181E+12,1.54438E+12,1.67562E+12,1.76344E+12,1.85966E+12,1.97842E+12,2.12502E+12,2.29495E+12,2.48443E+12,2.65942E+12,2.82217E+12,2.96395E+12
Not classified,INX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,37691202577,38999045050,41530008362,43490817890,45343626537,47908554776,48576787086,52565573026,56343318029,58074768667,59863081995,61853658594,63266067412,63111507681,65859617798,67891792067,67600990793,70753286582,74444778510,78772938052,85442270874,87090998725,90002689716,92426110421,97745997364,1.07163E+11,1.15109E+11,1.2766E+11,1.38755E+11,1.53329E+11,1.67812E+11,1.7667E+11,1.87129E+11,1.9278E+11,2.05737E+11,2.17465E+11,2.28492E+11,2.40658E+11,2.29875E+11,2.18199E+11,2.22149E+11,2.22912E+11,2.23415E+11,2.26435E+11,2.4581E+11,3.07662E+11,3.18977E+11,3.44959E+11,3.73141E+11,3.9385E+11
"Iran, Islamic Rep.",IRN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,65260083266,72750375293,78999947515,84746763991,92538329399,1.08471E+11,1.20663E+11,1.347E+11,1.54646E+11,1.79906E+11,1.99916E+11,2.28745E+11,2.61719E+11,2.84131E+11,3.0259E+11,2.9527E+11,3.46156E+11,3.32085E+11,2.8542E+11,2.55411E+11,1.85105E+11,1.75524E+11,2.23285E+11,2.42404E+11,2.21108E+11,2.25867E+11,2.02814E+11,2.04129E+11,1.93114E+11,2.04741E+11,2.33065E+11,2.61926E+11,2.69351E+11,2.72152E+11,2.68038E+11,2.74157E+11,2.8834E+11,2.8973E+11,2.9604E+11,2.98572E+11,3.16063E+11,3.18524E+11,3.41666E+11,3.71509E+11,3.87761E+11,4.0013E+11,4.20135E+11,4.54401E+11,4.55541E+11,4.6013E+11,4.86808E+11,4.99687E+11,4.62488E+11,4.6159E+11,4.82839E+11,4.76462E+11,5.40291E+11,5.60579E+11,,
Iraq,IRQ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,13470458421,13907465553,14539470474,15320902259,15893183620,16595465246,19269553453,21676448411,25399400712,25881979812,30296659550,36619346783,45683999963,45351087833,46908434203,40775947875,40170326340,40754361373,42648457381,46617016428,46608141931,45154650457,71262089057,25620782931,33971161752,44260969488,45967022408,46941533228,52114859810,63182980052,85206731247,1.00188E+11,1.01597E+11,1.03939E+11,96767263419,64736488915,99796330468,1.04188E+11,1.14772E+11,1.16353E+11,1.25926E+11,1.30182E+11,1.38517E+11,1.4897E+11,1.69731E+11,1.8263E+11,1.83909E+11,1.88466E+11,2.17136E+11,2.11719E+11,2.10526E+11,2.19791E+11
Iceland,ISL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,3320000060,3753619878,3985493531,4256746609,4499649006,4528723716,4798607006,5221953420,5536143454,5805232267,6138912415,6400737466,6538645594,6397988754,6662169274,6881543941,7313054042,7938023234,7930900761,7951397369,8044378651,8026397412,7755595260,7857461084,8141025693,8150516802,8523253282,9014233172,9653843545,10044153274,10535472404,10946230527,11020793075,11270759757,12177177342,12947992676,13627609658,14903878825,15200761232,14170572948,13683689690,13941164777,14121903280,14705681738,15011945672,15724860718,16766953000,17529175815,18197812725,18546969951
Israel,ISR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,18580162605,20661862771,22760305761,25194682738,27194433074,29667485463,29643856862,30531696353,35490641288,40305196458,41532110281,46080321145,51677492533,54564953717,58098668143,59982703099,60176149228,60799152411,64176598355,68160563312,69299145757,72999669522,74519887617,77023086313,77741876330,80880269457,84269269690,90285852319,92913185252,93447200841,1.00283E+11,1.08031E+11,1.16413E+11,1.21206E+11,1.30209E+11,1.38806E+11,1.45792E+11,1.51522E+11,1.57456E+11,1.62361E+11,1.74465E+11,1.74672E+11,1.74646E+11,1.76341E+11,1.83723E+11,1.90909E+11,2.01532E+11,2.13168E+11,2.19555E+11,2.21584E+11,2.33996E+11,2.45189E+11,2.50723E+11,2.61123E+11,2.70937E+11,2.77142E+11,2.88178E+11,2.9837E+11,3.08674E+11,3.19522E+11
Italy,ITA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5.46122E+11,5.90943E+11,6.27603E+11,6.6281E+11,6.81354E+11,7.0362E+11,7.45731E+11,7.99264E+11,8.51572E+11,9.03501E+11,9.51104E+11,9.68396E+11,1.00413E+12,1.07569E+12,1.13485E+12,1.11113E+12,1.1903E+12,1.22078E+12,1.26034E+12,1.33544E+12,1.38125E+12,1.39291E+12,1.39867E+12,1.41502E+12,1.46067E+12,1.50154E+12,1.54448E+12,1.59378E+12,1.66063E+12,1.7169E+12,1.751E+12,1.77793E+12,1.79277E+12,1.77748E+12,1.81571E+12,1.86813E+12,1.89179E+12,1.92642E+12,1.9613E+12,1.99318E+12,2.06866E+12,2.10903E+12,2.11439E+12,2.11732E+12,2.14746E+12,2.16502E+12,2.20379E+12,2.23656E+12,2.21505E+12,2.09807E+12,2.13402E+12,2.14911E+12,2.08505E+12,2.04666E+12,2.04657E+12,2.0625E+12,2.08918E+12,2.12402E+12,2.14097E+12,2.14742E+12
